1,-1,136,520,51,135,1,-1,-1,-1
1,-1,478,565,51,140,1,-1,-1,-1
1,-1,565,518,48,124,1,-1,-1,-1
1,-1,468,433,46,113,1,-1,-1,-1
1,-1,557,302,34,84,1,-1,-1,-1
1,-1,935,548,59,140,1,-1,-1,-1
1,-1,981,541,69,137,1,-1,-1,-1
1,-1,1061,488,40,122,1,-1,-1,-1
1,-1,1096,487,64,122,1,-1,-1,-1
1,-1,1288,457,53,113,1,-1,-1,-1
1,-1,1387,432,32,110,1,-1,-1,-1
1,-1,1419,425,37,105,1,-1,-1,-1
1,-1,1433,452,65,107,1,-1,-1,-1
1,-1,1461,446,33,125,1,-1,-1,-1
1,-1,1457,446,27,109,1,-1,-1,-1
1,-1,1479,449,29,119,1,-1,-1,-1
1,-1,1498,444,23,122,1,-1,-1,-1
1,-1,1511,443,42,123,1,-1,-1,-1
1,-1,1527,444,44,114,1,-1,-1,-1
1,-1,474,381,12,11,1,-1,-1,-1
2,-1,138,521,50,134,1,-1,-1,-1
2,-1,478,565,52,140,1,-1,-1,-1
2,-1,565,518,48,124,1,-1,-1,-1
2,-1,468,433,46,113,1,-1,-1,-1
2,-1,557,302,33,84,1,-1,-1,-1
2,-1,939,547,56,140,1,-1,-1,-1
2,-1,983,541,67,137,1,-1,-1,-1
2,-1,1062,488,40,121,1,-1,-1,-1
2,-1,1096,486,63,122,1,-1,-1,-1
2,-1,1289,457,52,113,1,-1,-1,-1
2,-1,1387,432,32,110,1,-1,-1,-1
2,-1,1419,425,37,105,1,-1,-1,-1
2,-1,1432,451,63,107,1,-1,-1,-1
2,-1,1461,446,33,125,1,-1,-1,-1
2,-1,1457,446,27,109,1,-1,-1,-1
2,-1,1479,449,29,119,1,-1,-1,-1
2,-1,1498,444,23,122,1,-1,-1,-1
2,-1,1511,443,42,122,1,-1,-1,-1
2,-1,1527,444,44,114,1,-1,-1,-1
2,-1,474,381,12,11,1,-1,-1,-1
3,-1,140,521,48,133,1,-1,-1,-1
3,-1,478,565,52,140,1,-1,-1,-1
3,-1,566,518,49,124,1,-1,-1,-1
3,-1,468,433,46,113,1,-1,-1,-1
3,-1,557,302,33,84,1,-1,-1,-1
3,-1,943,547,53,140,1,-1,-1,-1
3,-1,985,540,66,138,1,-1,-1,-1
3,-1,1063,488,39,121,1,-1,-1,-1
3,-1,1097,486,62,121,1,-1,-1,-1
3,-1,1289,457,51,113,1,-1,-1,-1
3,-1,1386,432,32,110,1,-1,-1,-1
3,-1,1419,425,37,105,1,-1,-1,-1
3,-1,1431,451,61,108,1,-1,-1,-1
3,-1,1461,447,33,125,1,-1,-1,-1
3,-1,1457,446,28,109,1,-1,-1,-1
3,-1,1479,449,29,119,1,-1,-1,-1
3,-1,1499,444,22,122,1,-1,-1,-1
3,-1,1511,444,42,122,1,-1,-1,-1
3,-1,1527,444,44,114,1,-1,-1,-1
3,-1,474,381,12,11,1,-1,-1,-1
4,-1,142,521,47,132,1,-1,-1,-1
4,-1,478,565,52,140,1,-1,-1,-1
4,-1,566,518,49,124,1,-1,-1,-1
4,-1,468,433,46,113,1,-1,-1,-1
4,-1,557,302,33,84,1,-1,-1,-1
4,-1,947,547,49,140,1,-1,-1,-1
4,-1,987,540,65,138,1,-1,-1,-1
4,-1,1064,488,39,120,1,-1,-1,-1
4,-1,1097,485,60,121,1,-1,-1,-1
4,-1,1290,457,50,113,1,-1,-1,-1
4,-1,1385,432,32,110,1,-1,-1,-1
4,-1,1419,425,37,106,1,-1,-1,-1
4,-1,1430,450,59,108,1,-1,-1,-1
4,-1,1460,447,33,125,1,-1,-1,-1
4,-1,1457,446,28,109,1,-1,-1,-1
4,-1,1480,449,29,119,1,-1,-1,-1
4,-1,1499,444,22,122,1,-1,-1,-1
4,-1,1510,445,42,121,1,-1,-1,-1
4,-1,1528,445,44,114,1,-1,-1,-1
4,-1,474,381,12,11,1,-1,-1,-1
5,-1,143,522,46,131,1,-1,-1,-1
5,-1,477,565,52,140,1,-1,-1,-1
5,-1,567,518,50,124,1,-1,-1,-1
5,-1,468,433,45,113,1,-1,-1,-1
5,-1,557,302,33,84,1,-1,-1,-1
5,-1,951,547,46,140,1,-1,-1,-1
5,-1,989,540,63,138,1,-1,-1,-1
5,-1,1065,488,38,120,1,-1,-1,-1
5,-1,1098,485,59,121,1,-1,-1,-1
5,-1,1291,457,48,113,1,-1,-1,-1
5,-1,1385,432,32,110,1,-1,-1,-1
5,-1,1418,425,37,106,1,-1,-1,-1
5,-1,1429,450,57,109,1,-1,-1,-1
5,-1,1460,447,33,125,1,-1,-1,-1
5,-1,1457,446,28,109,1,-1,-1,-1
5,-1,1480,449,29,119,1,-1,-1,-1
5,-1,1499,444,21,122,1,-1,-1,-1
5,-1,1510,446,42,120,1,-1,-1,-1
5,-1,1528,445,43,114,1,-1,-1,-1
5,-1,474,381,12,11,1,-1,-1,-1
6,-1,146,523,44,129,1,-1,-1,-1
6,-1,477,565,53,140,1,-1,-1,-1
6,-1,568,518,51,124,1,-1,-1,-1
6,-1,468,433,45,113,1,-1,-1,-1
6,-1,557,302,32,84,1,-1,-1,-1
6,-1,958,547,41,140,1,-1,-1,-1
6,-1,992,539,61,139,1,-1,-1,-1
6,-1,1067,489,37,119,1,-1,-1,-1
6,-1,1099,484,57,121,1,-1,-1,-1
6,-1,1292,457,47,113,1,-1,-1,-1
6,-1,1384,432,33,110,1,-1,-1,-1
6,-1,1418,425,37,106,1,-1,-1,-1
6,-1,1427,449,53,109,1,-1,-1,-1
6,-1,1460,447,33,125,1,-1,-1,-1
6,-1,1457,446,28,109,1,-1,-1,-1
6,-1,1480,449,29,119,1,-1,-1,-1
6,-1,1499,445,20,123,1,-1,-1,-1
6,-1,1510,447,42,119,1,-1,-1,-1
6,-1,1528,446,43,113,1,-1,-1,-1
6,-1,474,381,12,11,1,-1,-1,-1
7,-1,146,522,45,129,1,-1,-1,-1
7,-1,477,565,52,140,1,-1,-1,-1
7,-1,568,518,51,124,1,-1,-1,-1
7,-1,469,433,45,113,1,-1,-1,-1
7,-1,557,302,32,84,1,-1,-1,-1
7,-1,959,547,42,139,1,-1,-1,-1
7,-1,994,539,62,139,1,-1,-1,-1
7,-1,1067,488,37,119,1,-1,-1,-1
7,-1,1099,484,56,121,1,-1,-1,-1
7,-1,1292,457,46,113,1,-1,-1,-1
7,-1,1384,432,32,110,1,-1,-1,-1
7,-1,1418,425,37,106,1,-1,-1,-1
7,-1,1425,450,54,109,1,-1,-1,-1
7,-1,1459,448,33,125,1,-1,-1,-1
7,-1,1454,446,28,109,1,-1,-1,-1
7,-1,1480,449,29,119,1,-1,-1,-1
7,-1,1498,445,21,122,1,-1,-1,-1
7,-1,1509,447,42,119,1,-1,-1,-1
7,-1,1529,446,43,114,1,-1,-1,-1
7,-1,474,381,12,11,1,-1,-1,-1
8,-1,147,522,45,130,1,-1,-1,-1
8,-1,478,565,52,140,1,-1,-1,-1
8,-1,570,517,50,124,1,-1,-1,-1
8,-1,470,433,44,113,1,-1,-1,-1
8,-1,557,302,32,84,1,-1,-1,-1
8,-1,960,548,43,139,1,-1,-1,-1
8,-1,997,539,62,139,1,-1,-1,-1
8,-1,1067,487,37,119,1,-1,-1,-1
8,-1,1100,483,54,122,1,-1,-1,-1
8,-1,1294,457,44,113,1,-1,-1,-1
8,-1,1384,432,32,110,1,-1,-1,-1
8,-1,1418,425,37,106,1,-1,-1,-1
8,-1,1421,451,54,109,1,-1,-1,-1
8,-1,1456,448,35,125,1,-1,-1,-1
8,-1,1449,447,30,108,1,-1,-1,-1
8,-1,1480,448,29,119,1,-1,-1,-1
8,-1,1497,445,21,122,1,-1,-1,-1
8,-1,1508,446,42,120,1,-1,-1,-1
8,-1,1530,445,42,114,1,-1,-1,-1
8,-1,474,381,12,11,1,-1,-1,-1
9,-1,148,521,46,130,1,-1,-1,-1
9,-1,478,565,51,140,1,-1,-1,-1
9,-1,571,517,49,124,1,-1,-1,-1
9,-1,471,433,43,113,1,-1,-1,-1
9,-1,557,302,32,84,1,-1,-1,-1
9,-1,962,548,45,138,1,-1,-1,-1
9,-1,1000,540,63,139,1,-1,-1,-1
9,-1,1067,486,37,120,1,-1,-1,-1
9,-1,1102,483,52,122,1,-1,-1,-1
9,-1,1295,457,42,113,1,-1,-1,-1
9,-1,1384,432,32,109,1,-1,-1,-1
9,-1,1418,425,37,106,1,-1,-1,-1
9,-1,1417,453,55,108,1,-1,-1,-1
9,-1,1453,448,36,125,1,-1,-1,-1
9,-1,1444,448,32,108,1,-1,-1,-1
9,-1,1480,448,29,119,1,-1,-1,-1
9,-1,1495,446,22,122,1,-1,-1,-1
9,-1,1506,446,42,120,1,-1,-1,-1
9,-1,1531,445,41,114,1,-1,-1,-1
9,-1,474,381,12,11,1,-1,-1,-1
10,-1,149,521,47,131,1,-1,-1,-1
10,-1,478,565,51,140,1,-1,-1,-1
10,-1,572,517,48,124,1,-1,-1,-1
10,-1,472,433,43,113,1,-1,-1,-1
10,-1,557,302,32,84,1,-1,-1,-1
10,-1,964,549,47,137,1,-1,-1,-1
10,-1,1003,540,63,139,1,-1,-1,-1
10,-1,1068,484,37,120,1,-1,-1,-1
10,-1,1103,482,51,123,1,-1,-1,-1
10,-1,1296,457,40,113,1,-1,-1,-1
10,-1,1384,432,31,109,1,-1,-1,-1
10,-1,1418,425,37,106,1,-1,-1,-1
10,-1,1412,455,56,108,1,-1,-1,-1
10,-1,1451,448,37,125,1,-1,-1,-1
10,-1,1439,449,33,107,1,-1,-1,-1
10,-1,1480,448,29,119,1,-1,-1,-1
10,-1,1493,446,22,121,1,-1,-1,-1
10,-1,1505,445,43,121,1,-1,-1,-1
10,-1,1532,445,40,114,1,-1,-1,-1
10,-1,474,381,12,11,1,-1,-1,-1
11,-1,150,520,47,131,1,-1,-1,-1
11,-1,479,565,50,141,1,-1,-1,-1
11,-1,573,517,47,124,1,-1,-1,-1
11,-1,473,433,42,113,1,-1,-1,-1
11,-1,557,302,32,84,1,-1,-1,-1
11,-1,965,549,48,137,1,-1,-1,-1
11,-1,1006,541,64,139,1,-1,-1,-1
11,-1,1068,483,37,120,1,-1,-1,-1
11,-1,1104,482,49,123,1,-1,-1,-1
11,-1,1298,457,38,113,1,-1,-1,-1
11,-1,1385,433,31,108,1,-1,-1,-1
11,-1,1418,425,37,106,1,-1,-1,-1
11,-1,1408,456,56,107,1,-1,-1,-1
11,-1,1448,448,38,125,1,-1,-1,-1
11,-1,1434,450,35,106,1,-1,-1,-1
11,-1,1480,448,29,119,1,-1,-1,-1
11,-1,1492,447,22,121,1,-1,-1,-1
11,-1,1503,445,43,121,1,-1,-1,-1
11,-1,1533,445,40,114,1,-1,-1,-1
11,-1,474,381,12,11,1,-1,-1,-1
12,-1,151,520,48,132,1,-1,-1,-1
12,-1,479,565,50,141,1,-1,-1,-1
12,-1,574,517,46,124,1,-1,-1,-1
12,-1,474,433,41,114,1,-1,-1,-1
12,-1,557,302,32,84,1,-1,-1,-1
12,-1,967,550,50,136,1,-1,-1,-1
12,-1,1010,541,64,139,1,-1,-1,-1
12,-1,1069,482,37,121,1,-1,-1,-1
12,-1,1105,481,47,124,1,-1,-1,-1
12,-1,1299,457,36,113,1,-1,-1,-1
12,-1,1385,433,30,108,1,-1,-1,-1
12,-1,1418,425,37,106,1,-1,-1,-1
12,-1,1403,458,57,107,1,-1,-1,-1
12,-1,1445,448,40,125,1,-1,-1,-1
12,-1,1428,452,37,106,1,-1,-1,-1
12,-1,1480,447,29,119,1,-1,-1,-1
12,-1,1490,447,23,120,1,-1,-1,-1
12,-1,1501,444,44,122,1,-1,-1,-1
12,-1,1534,445,39,115,1,-1,-1,-1
12,-1,474,381,12,11,1,-1,-1,-1
13,-1,151,520,49,132,1,-1,-1,-1
13,-1,480,565,49,141,1,-1,-1,-1
13,-1,576,517,45,124,1,-1,-1,-1
13,-1,475,433,40,113,1,-1,-1,-1
13,-1,557,302,32,84,1,-1,-1,-1
13,-1,969,550,48,136,1,-1,-1,-1
13,-1,1011,541,65,139,1,-1,-1,-1
13,-1,1067,482,39,121,1,-1,-1,-1
13,-1,1106,481,46,123,1,-1,-1,-1
13,-1,1300,457,35,113,1,-1,-1,-1
13,-1,1384,433,31,108,1,-1,-1,-1
13,-1,1419,425,35,106,1,-1,-1,-1
13,-1,1403,458,54,107,1,-1,-1,-1
13,-1,1444,448,41,124,1,-1,-1,-1
13,-1,1428,451,37,106,1,-1,-1,-1
13,-1,1479,447,29,119,1,-1,-1,-1
13,-1,1489,447,24,120,1,-1,-1,-1
13,-1,1501,444,42,122,1,-1,-1,-1
13,-1,1534,444,39,115,1,-1,-1,-1
13,-1,474,381,12,11,1,-1,-1,-1
14,-1,152,520,49,131,1,-1,-1,-1
14,-1,480,565,47,141,1,-1,-1,-1
14,-1,577,517,43,124,1,-1,-1,-1
14,-1,477,433,38,113,1,-1,-1,-1
14,-1,557,302,31,84,1,-1,-1,-1
14,-1,971,550,46,136,1,-1,-1,-1
14,-1,1013,541,66,139,1,-1,-1,-1
14,-1,1066,482,41,120,1,-1,-1,-1
14,-1,1106,481,46,123,1,-1,-1,-1
14,-1,1301,457,34,113,1,-1,-1,-1
14,-1,1384,433,31,108,1,-1,-1,-1
14,-1,1420,424,34,106,1,-1,-1,-1
14,-1,1403,458,51,107,1,-1,-1,-1
14,-1,1443,449,42,123,1,-1,-1,-1
14,-1,1428,450,37,107,1,-1,-1,-1
14,-1,1478,447,29,119,1,-1,-1,-1
14,-1,1488,447,25,119,1,-1,-1,-1
14,-1,1501,444,39,121,1,-1,-1,-1
14,-1,1534,443,39,116,1,-1,-1,-1
14,-1,473,381,12,11,1,-1,-1,-1
15,-1,153,519,50,131,1,-1,-1,-1
15,-1,480,565,46,141,1,-1,-1,-1
15,-1,578,517,42,124,1,-1,-1,-1
15,-1,478,433,37,113,1,-1,-1,-1
15,-1,557,302,31,84,1,-1,-1,-1
